time,number,location,x,y
07:22,9774,fruit,92,41
07:22,4705,fruit,91,39
07:22,8688,entrance,79,4
07:23,162,dairy,45,36
07:23,3908,entrance,82,7
07:23,9774,fruit,92,41
07:23,4705,spices,74,34
07:23,8688,dairy,35,43
07:23,8616,entrance,113,12
07:24,162,dairy,45,36
07:24,3908,spices,75,35
07:24,9774,fruit,92,41
07:24,4705,spices,74,34
07:24,8688,dairy,35,43
07:24,8616,drinks,16,29
07:24,497,entrance,114,0
07:25,162,dairy,45,36
07:25,3908,dairy,48,40
07:25,9774,dairy,44,40
07:25,4705,entrance,75,9
07:25,8688,drinks,18,30
07:25,8616,entrance,101,9
07:25,497,fruit,102,27
07:25,7369,entrance,94,10
07:26,162,entrance,88,5
07:26,3908,spices,62,39
07:26,9774,entrance,89,2
07:26,4705,fruit,94,33
07:26,8688,dairy,45,27
07:26,8616,fruit,97,35
07:26,497,dairy,43,32
07:26,7369,entrance,94,10
07:26,6505,entrance,86,8
07:27,162,drinks,14,44
07:27,3908,spices,62,39
07:27,9774,fruit,92,43
07:27,4705,fruit,94,33
07:27,8688,entrance,90,3
07:27,8616,dairy,45,44
07:27,497,dairy,43,32
07:27,7369,fruit,102,36
07:27,6505,fruit,91,28
07:27,4146,entrance,81,8
07:28,162,drinks,14,44
07:28,3908,dairy,46,30
07:28,9774,fruit,92,43
07:28,8688,checkout,43,10
07:28,8616,dairy,45,44
07:28,497,entrance,105,0
07:28,7369,spices,68,28
07:28,6505,fruit,91,28
07:28,4146,spices,68,31
07:28,8322,entrance,83,4
07:29,162,entrance,88,9
07:29,3908,entrance,83,10
07:29,9774,dairy,41,38
07:29,8616,dairy,45,44
07:29,497,fruit,97,32
07:29,7369,drinks,12,32
07:29,6505,dairy,49,33
07:29,4146,dairy,46,33
07:29,8322,entrance,83,4
07:29,6899,entrance,107,8
07:30,3908,spices,72,25
07:30,9774,dairy,41,38
07:30,8616,dairy,45,44
07:30,497,fruit,97,32
07:30,7369,dairy,46,35
07:30,6505,dairy,49,33
07:30,4146,fruit,92,32
07:30,8322,fruit,99,35
07:30,2916,entrance,108,6
07:31,3908,entrance,116,4
07:31,9774,fruit,98,34
07:31,8616,dairy,45,44
07:31,497,dairy,44,31
07:31,7369,dairy,46,35
07:31,6505,dairy,49,33
07:31,4146,dairy,48,39
07:31,8322,entrance,84,2
07:31,2916,drinks,15,26
07:31,1266,entrance,102,2
07:32,3908,fruit,95,40
07:32,9774,entrance,99,4
07:32,8616,fruit,93,40
07:32,7369,drinks,19,44
07:32,4146,checkout,36,11
07:32,8322,dairy,46,33
07:32,1266,dairy,39,36
07:32,5449,entrance,117,12
07:33,3908,fruit,95,40
07:33,8616,checkout,41,4
07:33,7369,entrance,75,9
07:33,8322,dairy,46,33
07:33,1266,dairy,39,36
07:33,8036,entrance,77,8
07:34,3908,fruit,95,40
07:34,7369,checkout,51,1
07:34,1266,checkout,26,2
07:34,8036,dairy,49,37
07:34,210,entrance,83,12
07:35,3908,dairy,46,43
07:35,1266,checkout,26,2
07:35,8036,fruit,92,44
07:35,210,dairy,35,37
07:35,8880,entrance,87,8
07:36,3908,dairy,46,43
07:36,8036,checkout,42,13
07:36,210,fruit,98,37
07:36,2294,entrance,111,1
07:37,3908,dairy,46,43
07:37,210,fruit,98,37
07:37,2294,fruit,102,31
07:37,7626,entrance,78,11
07:38,3908,dairy,46,43
07:38,210,drinks,9,32
07:38,2294,fruit,102,31
07:38,7626,spices,73,25
07:38,8097,entrance,115,12
07:39,3908,dairy,46,43
07:39,210,drinks,9,32
07:39,7626,spices,73,25
07:39,8097,dairy,46,39
07:39,4184,entrance,112,11
07:40,3908,dairy,46,43
07:40,210,drinks,9,32
07:40,7626,spices,73,25
07:40,8097,dairy,46,39
07:40,4184,dairy,40,41
07:40,1823,entrance,97,5
07:41,3908,dairy,46,43
07:41,210,dairy,42,30
07:41,8097,dairy,46,39
07:41,4184,dairy,40,41
07:41,1823,dairy,47,37
07:41,1191,entrance,99,10
07:42,3908,dairy,46,43
07:42,210,entrance,76,5
07:42,8097,entrance,114,8
07:42,4184,dairy,40,41
07:42,1191,fruit,94,42
07:42,6232,entrance,84,10
07:43,3908,dairy,46,43
07:43,210,dairy,36,25
07:43,8097,spices,68,44
07:43,4184,dairy,40,41
07:43,1191,dairy,44,31
07:43,6232,fruit,99,28
07:43,1697,entrance,97,3
07:44,3908,dairy,46,43
07:44,8097,checkout,44,5
07:44,4184,drinks,13,27
07:44,1191,dairy,44,31
07:44,6232,fruit,99,28
07:44,1697,dairy,44,30
07:44,5574,entrance,105,5
07:45,3908,dairy,46,43
07:45,4184,drinks,13,27
07:45,1191,dairy,44,31
07:45,6232,entrance,105,8
07:45,5574,dairy,35,25
07:45,4508,entrance,92,3
07:46,3908,fruit,92,31
07:46,4184,drinks,13,27
07:46,1191,fruit,96,27
07:46,6232,drinks,14,35
07:46,5574,dairy,35,25
07:46,4508,drinks,19,40
07:46,6297,entrance,77,2
07:47,3908,fruit,92,31
07:47,4184,drinks,13,27
07:47,1191,entrance,97,3
07:47,6232,entrance,110,2
07:47,5574,dairy,35,25
07:47,4508,drinks,19,40
07:47,6297,drinks,11,36
07:47,7435,entrance,96,10
07:48,3908,fruit,92,31
07:48,4184,drinks,13,27
07:48,6232,spices,77,31
07:48,5574,dairy,35,25
07:48,4508,fruit,90,25
07:48,6297,drinks,11,36
07:48,7435,fruit,93,41
07:48,1581,entrance,87,13
07:49,3908,dairy,36,30
07:49,4184,dairy,48,38
07:49,6232,drinks,11,27
07:49,5574,dairy,35,25
07:49,4508,spices,66,30
07:49,7435,drinks,10,39
07:49,1581,dairy,45,27
07:49,2234,entrance,85,1
07:50,3908,entrance,91,6
07:50,4184,entrance,106,14
07:50,6232,entrance,76,0
07:50,4508,drinks,9,34
07:50,7435,entrance,77,10
07:50,1581,dairy,45,27
07:50,2234,dairy,41,44
07:50,8880,entrance,92,0
07:51,3908,fruit,98,40
07:51,4184,fruit,90,41
07:51,6232,spices,77,43
07:51,4508,drinks,9,34
07:51,7435,dairy,40,34
07:51,1581,spices,62,29
07:51,2234,dairy,41,44
07:51,8880,fruit,95,32
07:51,207,entrance,103,6
07:52,3908,fruit,98,40
07:52,4184,entrance,70,0
07:52,6232,spices,77,43
07:52,4508,fruit,102,40
07:52,7435,drinks,20,39
07:52,1581,dairy,36,43
07:52,2234,dairy,41,44
07:52,8880,fruit,95,32
07:52,7943,entrance,104,5
07:53,3908,drinks,9,35
07:53,4184,dairy,35,31
07:53,6232,spices,77,43
07:53,4508,fruit,102,40
07:53,7435,drinks,20,39
07:53,1581,spices,76,44
07:53,2234,entrance,117,8
07:53,8880,fruit,95,32
07:53,7943,fruit,92,42
07:53,7079,entrance,95,1
07:54,3908,drinks,9,35
07:54,4184,spices,69,28
07:54,4508,fruit,102,40
07:54,7435,entrance,87,9
07:54,1581,spices,76,44
07:54,8880,fruit,95,32
07:54,7079,dairy,38,27
07:54,3670,entrance,76,11
07:55,4184,dairy,37,42
07:55,4508,dairy,45,33
07:55,7435,drinks,9,32
07:55,1581,drinks,9,41
07:55,8880,entrance,80,6
07:55,7079,dairy,38,27
07:55,5875,entrance,70,2
07:56,4184,dairy,37,42
07:56,4508,dairy,45,33
07:56,7435,dairy,35,36
07:56,1581,drinks,9,41
07:56,8880,fruit,94,29
07:56,7079,dairy,38,27
07:56,5875,dairy,35,25
07:56,6405,entrance,106,3
07:57,4184,dairy,37,42
07:57,4508,dairy,45,33
07:57,7435,dairy,35,36
07:57,1581,drinks,9,41
07:57,8880,drinks,9,37
07:57,7079,dairy,38,27
07:57,5875,entrance,108,5
07:57,6405,fruit,95,37
07:57,1077,entrance,115,4
07:58,4184,dairy,37,42
07:58,4508,dairy,45,33
07:58,7435,dairy,35,36
07:58,1581,drinks,9,41
07:58,8880,dairy,36,34
07:58,7079,dairy,38,27
07:58,6405,drinks,20,40
07:58,1077,fruit,100,36
07:58,8871,entrance,78,0
07:59,4184,dairy,37,42
07:59,4508,dairy,45,33
07:59,7435,dairy,35,36
07:59,1581,drinks,9,41
07:59,8880,dairy,36,34
07:59,7079,spices,65,34
07:59,6405,entrance,118,5
07:59,1077,drinks,12,43
07:59,9601,entrance,75,2
08:00,4184,entrance,83,5
08:00,4508,drinks,17,44
08:00,7435,entrance,88,6
08:00,1581,drinks,9,41
08:00,8880,dairy,36,34
08:00,7079,entrance,81,8
08:00,6405,fruit,96,44
08:00,1077,drinks,12,43
08:00,9601,dairy,41,36
08:00,6139,entrance,116,7
08:01,4184,drinks,17,32
08:01,4508,drinks,17,44
08:01,7435,drinks,10,35
08:01,8880,dairy,36,34
08:01,7079,dairy,49,25
08:01,6405,fruit,96,44
08:01,1077,dairy,43,35
08:01,9601,dairy,41,36
08:01,6139,dairy,48,26
08:01,4572,entrance,109,1
08:02,4508,drinks,17,44
08:02,7435,dairy,38,38
08:02,7079,checkout,23,2
08:02,1077,dairy,43,35
08:02,9601,entrance,105,4
08:02,6139,dairy,48,26
08:02,206,entrance,83,12
08:03,4508,entrance,86,13
08:03,7435,fruit,95,25
08:03,1077,entrance,83,5
08:03,9601,fruit,100,41
08:03,206,entrance,83,12
08:03,3706,entrance,73,10
08:04,4508,entrance,86,13
08:04,7435,fruit,95,25
08:04,1077,dairy,38,33
08:04,9601,drinks,9,42
08:04,206,drinks,9,36
08:04,3706,spices,67,40
08:04,8112,entrance,76,0
08:05,4508,dairy,35,39
08:05,7435,fruit,95,25
08:05,1077,dairy,38,33
08:05,9601,entrance,95,11
08:05,206,fruit,91,29
08:05,3706,drinks,18,40
08:05,8112,dairy,48,31
08:05,4192,entrance,76,12
08:06,4508,dairy,35,39
08:06,7435,fruit,95,25
08:06,9601,drinks,10,31
08:06,206,spices,73,34
08:06,3706,drinks,18,40
08:06,8112,dairy,48,31
08:06,4192,fruit,103,25
08:06,8616,entrance,106,2
08:07,4508,spices,73,44
08:07,7435,dairy,49,33
08:07,9601,drinks,10,31
08:07,206,dairy,43,44
08:07,3706,drinks,18,40
08:07,8112,spices,65,43
08:07,4192,entrance,113,10
08:07,8616,fruit,94,39
08:07,2578,entrance,84,10
08:08,4508,drinks,9,28
08:08,7435,spices,73,25
08:08,9601,spices,76,43
08:08,3706,fruit,104,31
08:08,8112,spices,65,43
08:08,8616,entrance,106,13
08:08,2578,dairy,38,27
08:08,8689,entrance,70,11
08:09,4508,drinks,9,28
08:09,9601,fruit,99,39
08:09,8112,spices,65,43
08:09,8616,fruit,102,37
08:09,2578,drinks,10,30
08:09,8689,drinks,19,28
08:09,7595,entrance,119,9
08:10,4508,entrance,87,5
08:10,8112,entrance,93,1
08:10,8616,dairy,41,42
08:10,8689,fruit,94,31
08:10,7595,fruit,103,42
08:10,8240,entrance,118,7
08:11,4508,entrance,87,5
08:11,8616,entrance,119,7
08:11,8689,fruit,94,31
08:11,7595,fruit,103,42
08:11,8240,fruit,98,38
08:11,9486,entrance,87,14
08:12,4508,spices,75,37
08:12,8616,dairy,41,32
08:12,8689,dairy,35,30
08:12,7595,fruit,103,42
08:12,8240,fruit,98,38
08:12,9486,dairy,35,32
08:12,9170,entrance,106,3
08:13,8616,dairy,41,32
08:13,8689,dairy,35,30
08:13,7595,fruit,103,42
08:13,8240,fruit,98,38
08:13,9486,dairy,35,32
08:13,9170,drinks,20,27
08:13,2955,entrance,111,10
08:14,8689,dairy,35,30
08:14,7595,drinks,19,35
08:14,9486,spices,76,30
08:14,9170,drinks,20,27
08:14,2955,dairy,40,41
08:14,3573,entrance,118,3
08:15,8689,dairy,35,30
08:15,7595,drinks,19,35
08:15,9486,drinks,8,35
08:15,9170,drinks,20,27
08:15,3573,dairy,44,26
08:15,9901,entrance,70,12
08:16,8689,fruit,102,30
08:16,7595,spices,76,28
08:16,9486,fruit,93,33
08:16,9170,drinks,20,27
08:16,3573,dairy,44,26
08:16,9901,fruit,101,32
08:16,2033,entrance,108,6
08:17,8689,spices,63,36
08:17,7595,dairy,39,27
08:17,9486,fruit,93,33
08:17,3573,dairy,44,26
08:17,9901,spices,69,32
08:17,2033,fruit,91,34
08:17,5949,entrance,115,12
08:18,8689,entrance,102,13
08:18,9486,fruit,93,33
08:18,9901,fruit,94,40
08:18,2033,spices,69,25
08:18,5949,fruit,100,40
08:18,3781,entrance,116,4
08:19,8689,dairy,47,36
08:19,9486,fruit,93,33
08:19,9901,fruit,94,40
08:19,2033,spices,69,25
08:19,5949,fruit,100,40
08:19,3781,fruit,93,26
08:19,7744,entrance,78,0
08:20,8689,dairy,47,36
08:20,9486,fruit,93,33
08:20,9901,spices,67,35
08:20,2033,fruit,91,42
08:20,5949,drinks,11,37
08:20,3781,dairy,45,25
08:20,1026,entrance,101,3
08:21,8689,entrance,77,12
08:21,9486,fruit,93,33
08:21,9901,spices,67,35
08:21,2033,dairy,45,31
08:21,5949,drinks,11,37
08:21,3781,entrance,90,6
08:21,1026,dairy,35,30
08:21,5137,entrance,118,7
08:22,8689,dairy,44,40
08:22,9486,fruit,93,33
08:22,9901,spices,67,35
08:22,5949,drinks,11,37
08:22,3781,drinks,12,27
08:22,1026,dairy,35,30
08:22,2844,entrance,100,8
08:23,8689,dairy,44,40
08:23,9486,fruit,93,33
08:23,9901,entrance,117,12
08:23,5949,drinks,11,37
08:23,3781,drinks,12,27
08:23,1026,entrance,70,1
08:23,3546,entrance,86,7
08:24,8689,dairy,44,40
08:24,9486,dairy,36,25
08:24,9901,entrance,117,12
08:24,5949,drinks,11,37
08:24,1026,fruit,92,35
08:24,3546,fruit,95,30
08:24,2807,entrance,102,6
08:25,8689,dairy,44,40
08:25,9486,dairy,36,25
08:25,9901,dairy,42,39
08:25,5949,fruit,100,36
08:25,1026,fruit,92,35
08:25,3546,spices,67,26
08:25,2807,drinks,11,37
08:25,5046,entrance,110,5
08:26,8689,spices,68,25
08:26,9486,entrance,96,11
08:26,5949,fruit,100,36
08:26,3546,spices,67,26
08:26,2807,entrance,89,8
08:26,7708,entrance,83,13
08:27,8689,fruit,100,43
08:27,9486,dairy,46,29
08:27,3546,drinks,15,37
08:27,2807,fruit,102,26
08:27,918,entrance,106,9
08:28,9486,dairy,46,29
08:28,3546,drinks,15,37
08:28,2807,fruit,102,26
08:28,918,fruit,94,44
08:28,3655,entrance,71,2
08:29,3546,drinks,15,37
08:29,2807,entrance,93,5
08:29,918,fruit,94,44
08:29,3655,drinks,10,43
08:29,3706,entrance,109,10
08:30,3546,entrance,102,3
08:30,2807,entrance,93,5
08:30,918,entrance,97,1
08:30,3655,drinks,10,43
08:30,3706,fruit,98,40
08:30,3580,entrance,111,0
08:31,3546,fruit,90,43
08:31,2807,drinks,10,34
08:31,3655,fruit,101,30
08:31,3706,dairy,46,38
08:31,7156,entrance,89,12
08:32,2807,checkout,58,12
08:32,3655,fruit,101,30
08:32,3706,dairy,46,38
08:32,4272,entrance,89,11
08:33,3655,dairy,39,27
08:33,3706,dairy,46,38
08:33,4272,drinks,9,39
08:33,4293,entrance,94,6
08:34,3706,entrance,110,11
08:34,4272,drinks,9,39
08:34,4293,fruit,91,27
08:34,5859,entrance,76,12
08:35,3706,dairy,36,41
08:35,4272,spices,69,42
08:35,4293,fruit,91,27
08:35,5859,drinks,9,39
08:35,1990,entrance,113,4
08:36,3706,spices,70,34
08:36,4272,drinks,14,40
08:36,4293,fruit,91,27
08:36,5859,dairy,48,44
08:36,1990,fruit,90,27
08:36,5947,entrance,80,3
08:37,3706,entrance,111,8
08:37,4272,drinks,14,40
08:37,5859,dairy,48,44
08:37,1990,fruit,90,27
08:37,5947,fruit,91,34
08:37,1803,entrance,93,9
08:38,3706,dairy,44,37
08:38,4272,spices,68,34
08:38,5859,dairy,48,44
08:38,1990,entrance,74,8
08:38,5947,fruit,91,34
08:38,1803,drinks,17,34
08:38,7379,entrance,82,14
08:39,3706,dairy,44,37
08:39,4272,entrance,74,3
08:39,5859,dairy,48,44
08:39,1990,fruit,97,32
08:39,1803,drinks,17,34
08:39,8632,entrance,80,7
08:40,3706,spices,71,33
08:40,4272,fruit,98,31
08:40,5859,spices,69,40
08:40,1803,drinks,17,34
08:40,3978,entrance,102,5
08:41,3706,drinks,11,35
08:41,5859,drinks,20,26
08:41,1803,drinks,17,34
08:41,3978,dairy,43,40
08:41,56,entrance,115,0
08:42,3706,entrance,99,7
08:42,1803,fruit,94,44
08:42,3978,entrance,76,14
08:42,56,dairy,45,36
08:42,8169,entrance,84,8
08:43,3706,fruit,95,38
08:43,1803,drinks,15,28
08:43,56,dairy,45,36
08:43,8169,drinks,9,40
08:43,1619,entrance,76,3
08:44,3706,entrance,82,12
08:44,1803,entrance,103,3
08:44,56,dairy,45,36
08:44,8169,drinks,9,40
08:44,1619,spices,74,36
08:44,3433,entrance,95,4
08:45,3706,drinks,11,29
08:45,1803,fruit,90,25
08:45,56,dairy,45,36
08:45,8169,entrance,114,4
08:45,1619,entrance,92,1
08:45,3433,dairy,37,35
08:45,8067,entrance,87,7
08:46,3706,drinks,11,29
08:46,1803,fruit,90,25
08:46,56,entrance,116,1
08:46,1619,entrance,92,1
08:46,3433,dairy,37,35
08:46,8067,drinks,8,29
08:46,3149,entrance,112,8
08:47,3706,drinks,11,29
08:47,56,drinks,16,30
08:47,3433,drinks,16,34
08:47,8067,fruit,90,42
08:47,4814,entrance,82,2
08:48,3706,drinks,11,29
08:48,56,drinks,16,30
08:48,3433,spices,70,31
08:48,8067,fruit,90,42
08:48,5511,entrance,73,3
08:49,3706,drinks,11,29
08:49,56,fruit,103,43
08:49,3433,drinks,14,34
08:49,8067,fruit,90,42
08:49,5511,dairy,47,42
08:49,718,entrance,96,4
08:50,3706,entrance,82,14
08:50,56,fruit,103,43
08:50,3433,drinks,14,34
08:50,8067,fruit,90,42
08:50,5511,fruit,93,44
08:50,718,dairy,49,43
08:50,8550,entrance,88,6
08:51,3706,fruit,104,37
08:51,3433,checkout,14,6
08:51,8067,fruit,90,42
08:51,5511,drinks,11,41
08:51,718,drinks,15,33
08:51,8550,dairy,40,31
08:51,5995,entrance,85,0
08:52,3706,entrance,107,9
08:52,8067,dairy,39,35
08:52,718,fruit,94,29
08:52,8550,dairy,40,31
08:52,5995,spices,66,34
08:52,5088,entrance,100,10
08:53,3706,fruit,102,34
08:53,8067,dairy,39,35
08:53,718,fruit,94,29
08:53,8550,dairy,40,31
08:53,5995,spices,66,34
08:53,5088,dairy,47,32
08:53,2472,entrance,108,14
08:54,3706,fruit,102,34
08:54,8067,dairy,39,35
08:54,718,fruit,94,29
08:54,8550,fruit,91,29
08:54,5995,dairy,43,39
08:54,5088,dairy,47,32
08:54,2472,fruit,103,27
08:54,1313,entrance,73,3
08:55,3706,fruit,102,34
08:55,8067,dairy,39,35
08:55,718,fruit,94,29
08:55,8550,entrance,85,14
08:55,5995,drinks,14,29
08:55,5088,dairy,47,32
08:55,1313,spices,68,33
08:55,6926,entrance,100,14
08:56,3706,drinks,11,44
08:56,8067,dairy,39,35
08:56,718,fruit,94,29
08:56,8550,dairy,44,40
08:56,5995,dairy,37,38
08:56,1313,checkout,48,7
08:56,6926,fruit,90,25
08:56,2862,entrance,72,2
08:57,3706,drinks,11,44
08:57,718,entrance,79,1
08:57,8550,dairy,44,40
08:57,5995,dairy,37,38
08:57,6926,dairy,45,43
08:57,2862,fruit,90,32
08:57,9416,entrance,102,0
08:58,3706,spices,67,37
08:58,718,drinks,16,34
08:58,8550,dairy,44,40
08:58,5995,fruit,99,26
08:58,2862,dairy,49,32
08:58,9416,entrance,102,0
08:58,8393,entrance,81,9
08:59,3706,dairy,48,26
08:59,8550,dairy,44,40
08:59,5995,dairy,49,43
08:59,2862,fruit,104,31
08:59,9416,fruit,101,31
08:59,8393,drinks,13,37
08:59,9628,entrance,91,5
09:00,3706,dairy,48,26
09:00,8550,dairy,44,40
09:00,5995,dairy,49,43
09:00,2862,spices,74,28
09:00,9416,spices,64,25
09:00,9628,fruit,94,37
09:00,7543,entrance,73,14
09:01,3706,entrance,111,14
09:01,8550,dairy,44,40
09:01,5995,fruit,99,41
09:01,2862,fruit,102,26
09:01,9416,fruit,94,42
09:01,9628,fruit,94,37
09:01,7361,entrance,83,0
09:02,3706,fruit,93,39
09:02,8550,dairy,44,40
09:02,5995,fruit,99,41
09:02,2862,fruit,102,26
09:02,9416,fruit,94,42
09:02,9628,entrance,77,9
09:02,7361,drinks,19,44
09:02,5101,entrance,99,8
09:03,8550,dairy,44,40
09:03,5995,spices,73,28
09:03,2862,spices,68,29
09:03,9628,dairy,37,40
09:03,7361,drinks,19,44
09:03,5101,spices,74,27
09:03,4823,entrance,116,1
09:04,5995,spices,73,28
09:04,2862,spices,68,29
09:04,9628,entrance,101,5
09:04,5101,spices,74,27
09:04,4823,dairy,38,37
09:04,6987,entrance,87,4
09:05,5995,entrance,91,14
09:05,2862,fruit,93,40
09:05,9628,dairy,42,30
09:05,5101,entrance,103,7
09:05,4823,dairy,38,37
09:05,6987,fruit,102,41
09:05,2564,entrance,100,10
09:06,5995,drinks,8,38
09:06,2862,fruit,93,40
09:06,9628,dairy,42,30
09:06,5101,fruit,97,30
09:06,4823,dairy,38,37
09:06,6987,fruit,102,41
09:06,6532,entrance,112,8
09:07,2862,checkout,39,12
09:07,9628,dairy,42,30
09:07,5101,fruit,97,30
09:07,4823,spices,65,30
09:07,6987,entrance,114,12
09:07,6532,drinks,8,34
09:07,640,entrance,103,12
09:08,9628,dairy,42,30
09:08,5101,entrance,75,2
09:08,4823,spices,65,30
09:08,6987,fruit,92,28
09:08,640,spices,68,37
09:08,6635,entrance,108,1
09:09,9628,dairy,42,30
09:09,5101,dairy,46,39
09:09,4823,fruit,103,32
09:09,6987,dairy,38,27
09:09,6635,spices,67,40
09:09,7666,entrance,106,4
09:10,9628,dairy,42,30
09:10,5101,dairy,46,39
09:10,4823,fruit,103,32
09:10,6635,drinks,18,35
09:10,7666,fruit,91,42
09:10,1193,entrance,79,8
09:11,9628,dairy,42,30
09:11,5101,fruit,98,37
09:11,4823,drinks,19,35
09:11,6635,entrance,74,2
09:11,7666,fruit,91,42
09:11,1193,drinks,12,25
09:11,8875,entrance,83,5
09:12,9628,dairy,42,30
09:12,5101,fruit,98,37
09:12,4823,entrance,70,6
09:12,7666,fruit,91,42
09:12,1193,spices,72,29
09:12,8875,spices,73,39
09:12,7505,entrance,89,2
09:13,9628,dairy,42,30
09:13,5101,fruit,98,37
09:13,4823,fruit,99,42
09:13,7666,drinks,14,25
09:13,1193,drinks,18,33
09:13,7505,checkout,12,2
09:13,1417,entrance,110,3
09:14,9628,dairy,42,30
09:14,5101,fruit,98,37
09:14,4823,entrance,119,8
09:14,7666,entrance,81,14
09:14,1193,drinks,18,33
09:14,1417,drinks,9,34
09:14,3766,entrance,86,1
09:15,9628,entrance,83,3
09:15,4823,fruit,94,36
09:15,7666,dairy,39,26
09:15,1193,spices,69,32
09:15,1417,dairy,45,38
09:15,3766,fruit,96,26
09:15,8768,entrance,102,12
09:16,9628,fruit,103,36
09:16,4823,entrance,99,6
09:16,7666,dairy,39,26
09:16,1193,dairy,38,28
09:16,1417,dairy,45,38
09:16,3766,spices,64,34
09:16,8768,fruit,92,41
09:16,9524,entrance,86,9
09:17,4823,drinks,18,26
09:17,7666,fruit,98,41
09:17,1193,dairy,38,28
09:17,1417,dairy,45,38
09:17,3766,entrance,76,4
09:17,8768,spices,74,29
09:17,9524,dairy,45,30
09:17,6730,entrance,96,4
09:18,4823,drinks,18,26
09:18,7666,fruit,98,41
09:18,1417,dairy,45,38
09:18,3766,drinks,16,42
09:18,8768,entrance,96,3
09:18,6730,checkout,52,0
09:18,5400,entrance,104,1
09:19,4823,drinks,18,26
09:19,1417,dairy,45,38
09:19,3766,drinks,16,42
09:19,8768,dairy,39,31
09:19,5400,fruit,94,33
09:19,4005,entrance,72,7
09:20,4823,drinks,18,26
09:20,1417,dairy,45,38
09:20,3766,drinks,16,42
09:20,8768,entrance,90,13
09:20,5400,fruit,94,33
09:20,4772,entrance,108,13
09:21,4823,fruit,103,41
09:21,1417,dairy,45,38
09:21,3766,drinks,16,42
09:21,8768,drinks,9,31
09:21,5400,fruit,94,33
09:21,4772,dairy,44,43
09:21,5509,entrance,110,13
09:22,4823,fruit,103,41
09:22,1417,dairy,45,38
09:22,8768,entrance,108,14
09:22,4772,entrance,111,5
09:22,5509,drinks,20,37
09:22,4445,entrance,90,5
09:23,4823,spices,74,38
09:23,1417,fruit,92,27
09:23,8768,fruit,91,35
09:23,4772,drinks,8,26
09:23,5509,drinks,20,37
09:23,4445,fruit,92,37
09:23,9540,entrance,102,0
09:24,1417,entrance,100,12
09:24,8768,fruit,91,35
