time,number,location,x,y
07:20,3912,dairy,44,32
07:20,2742,drinks,18,29
07:20,8662,dairy,39,34
07:20,7439,fruit,93,43
07:20,4447,dairy,43,30
07:20,9977,spices,76,36
07:20,8206,entrance,94,1
07:21,9691,dairy,42,44
07:21,3912,dairy,44,32
07:21,2742,drinks,18,29
07:21,8662,drinks,10,33
07:21,4447,dairy,43,30
07:21,9977,spices,76,36
07:21,8206,fruit,98,43
07:21,8924,entrance,83,14
07:22,9691,dairy,42,44
07:22,3912,dairy,44,32
07:22,2742,drinks,18,29
07:22,8662,spices,76,42
07:22,4447,dairy,43,30
07:22,8206,fruit,98,43
07:22,8924,fruit,97,27
07:22,2689,entrance,98,4
07:23,3912,dairy,44,32
07:23,2742,drinks,18,29
07:23,8662,dairy,39,44
07:23,4447,fruit,91,42
07:23,8206,fruit,98,43
07:23,2689,dairy,44,35
07:23,4101,entrance,82,10
07:24,3912,dairy,44,32
07:24,2742,drinks,18,29
07:24,8662,dairy,39,44
07:24,4447,fruit,91,42
07:24,8206,fruit,98,43
07:24,2689,dairy,44,35
07:24,4101,fruit,90,43
07:24,6841,entrance,118,2
07:25,2742,checkout,12,4
07:25,8662,dairy,39,44
07:25,4447,fruit,91,42
07:25,8206,fruit,98,43
07:25,2689,dairy,44,35
07:25,4101,fruit,90,43
07:25,6841,fruit,93,30
07:25,4229,entrance,94,7
07:26,8662,checkout,12,3
07:26,4447,fruit,91,42
07:26,8206,dairy,42,40
07:26,4101,checkout,44,9
07:26,6841,fruit,93,30
07:26,4229,dairy,39,36
07:26,3892,entrance,103,1
07:27,4447,checkout,3,8
07:27,8206,dairy,42,40
07:27,6841,fruit,93,30
07:27,4229,dairy,39,36
07:27,3892,spices,77,44
07:27,2288,entrance,78,3
07:28,8206,dairy,42,40
07:28,6841,fruit,93,30
07:28,4229,dairy,39,36
07:28,3892,dairy,39,31
07:28,2288,dairy,40,28
07:28,686,entrance,79,9
07:29,8206,dairy,42,40
07:29,6841,spices,76,34
07:29,4229,dairy,39,36
07:29,3892,dairy,39,31
07:29,2288,dairy,40,28
07:29,686,spices,73,43
07:29,9343,entrance,80,2
07:30,8206,spices,70,35
07:30,6841,spices,76,34
07:30,4229,dairy,39,36
07:30,3892,dairy,39,31
07:30,2288,dairy,40,28
07:30,686,spices,73,43
07:30,9343,fruit,99,27
07:30,1566,entrance,70,7
07:31,8206,spices,70,35
07:31,6841,spices,76,34
07:31,4229,dairy,39,36
07:31,3892,dairy,39,31
07:31,2288,dairy,40,28
07:31,9343,fruit,99,27
07:31,1566,dairy,44,41
07:31,8946,entrance,117,0
07:32,6841,spices,76,34
07:32,4229,dairy,39,36
07:32,3892,dairy,39,31
07:32,2288,dairy,40,28
07:32,9343,fruit,99,27
07:32,1566,dairy,44,41
07:32,8946,dairy,43,44
07:32,5588,entrance,102,13
07:33,6841,spices,76,34
07:33,4229,dairy,39,36
07:33,3892,dairy,39,31
07:33,2288,dairy,40,28
07:33,9343,fruit,99,27
07:33,1566,dairy,44,41
07:33,8946,dairy,43,44
07:33,5588,spices,77,39
07:33,7986,entrance,103,2
07:34,6841,dairy,40,36
07:34,4229,dairy,39,36
07:34,3892,dairy,39,31
07:34,2288,dairy,40,28
07:34,1566,checkout,20,5
07:34,8946,dairy,43,44
07:34,5588,drinks,13,31
07:34,7986,fruit,92,35
07:34,1475,entrance,87,3
07:35,6841,dairy,40,36
07:35,4229,dairy,39,36
07:35,3892,dairy,39,31
07:35,1566,checkout,20,5
07:35,8946,dairy,43,44
07:35,5588,spices,69,29
07:35,7986,fruit,92,35
07:35,1475,fruit,92,31
07:35,3537,entrance,88,12
07:36,6841,dairy,40,36
07:36,4229,dairy,39,36
07:36,3892,dairy,39,31
07:36,8946,dairy,43,44
07:36,7986,fruit,92,35
07:36,1475,fruit,92,31
07:36,3537,fruit,95,31
07:36,5564,entrance,96,5
07:37,6841,dairy,40,36
07:37,4229,dairy,39,36
07:37,3892,dairy,39,31
07:37,8946,dairy,43,44
07:37,7986,fruit,92,35
07:37,1475,fruit,92,31
07:37,3537,fruit,95,31
07:37,5564,fruit,92,41
07:37,2968,entrance,76,2
07:38,6841,drinks,17,26
07:38,4229,dairy,39,36
07:38,3892,dairy,39,31
07:38,8946,dairy,43,44
07:38,1475,fruit,92,31
07:38,3537,fruit,95,31
07:38,5564,fruit,92,41
07:38,2968,fruit,92,42
07:38,5337,entrance,97,6
07:39,4229,checkout,7,9
07:39,3892,dairy,39,31
07:39,8946,dairy,43,44
07:39,3537,checkout,48,8
07:39,5564,fruit,92,41
07:39,2968,fruit,92,42
07:39,5337,fruit,96,28
07:39,5903,entrance,89,13
07:40,3892,dairy,39,31
07:40,3537,checkout,48,8
07:40,5564,dairy,40,44
07:40,5337,fruit,96,28
07:40,5903,dairy,44,29
07:40,5409,entrance,101,8
07:41,3892,dairy,39,31
07:41,5564,dairy,40,44
07:41,5903,dairy,44,29
07:41,5409,fruit,91,29
07:41,2080,entrance,83,8
07:42,3892,dairy,39,31
07:42,5903,dairy,44,29
07:42,5409,fruit,91,29
07:42,2080,dairy,42,34
07:42,9895,entrance,93,7
07:43,3892,dairy,39,31
07:43,5903,dairy,44,29
07:43,5409,fruit,91,29
07:43,2080,dairy,42,34
07:43,9895,spices,71,29
07:43,8641,entrance,100,13
07:44,3892,dairy,39,31
07:44,5903,dairy,44,29
07:44,2080,dairy,42,34
07:44,9895,fruit,91,27
07:44,8641,spices,68,39
07:44,2348,entrance,91,1
07:45,3892,dairy,39,31
07:45,2080,dairy,42,34
07:45,9895,fruit,91,27
07:45,2348,drinks,20,40
07:45,1905,entrance,76,2
07:46,3892,dairy,39,31
07:46,2080,dairy,42,34
07:46,9895,fruit,91,27
07:46,2348,drinks,20,40
07:46,1905,fruit,91,36
07:46,4872,entrance,97,4
07:47,3892,drinks,15,44
07:47,2080,dairy,42,34
07:47,2348,drinks,20,40
07:47,1905,fruit,91,36
07:47,4872,spices,70,43
07:47,3968,entrance,117,0
07:48,3892,drinks,15,44
07:48,2080,fruit,95,34
07:48,1905,checkout,13,9
07:48,4872,spices,70,43
07:48,3968,dairy,42,27
07:48,5164,entrance,80,14
07:49,3892,drinks,15,44
07:49,2080,fruit,95,34
07:49,4872,spices,70,43
07:49,3968,dairy,42,27
07:49,5164,spices,73,30
07:49,7012,entrance,111,13
07:50,3892,drinks,15,44
07:50,2080,drinks,16,26
07:50,4872,dairy,41,25
07:50,3968,dairy,42,27
07:50,5164,spices,73,30
07:50,7012,dairy,43,40
07:50,2323,entrance,94,8
07:51,2080,drinks,16,26
07:51,4872,dairy,41,25
07:51,3968,dairy,42,27
07:51,7012,dairy,43,40
07:51,2323,fruit,96,40
07:51,5479,entrance,111,12
07:52,2080,drinks,16,26
07:52,4872,spices,69,40
07:52,3968,dairy,42,27
07:52,7012,dairy,43,40
07:52,2323,fruit,96,40
07:52,5479,dairy,39,29
07:52,4079,entrance,82,7
07:53,2080,drinks,16,26
07:53,4872,dairy,39,34
07:53,3968,dairy,42,27
07:53,7012,dairy,43,40
07:53,2323,fruit,96,40
07:53,4079,spices,77,36
07:53,9120,entrance,116,6
07:54,4872,dairy,39,34
07:54,3968,spices,69,40
07:54,7012,drinks,16,27
07:54,2323,fruit,96,40
07:54,4079,spices,77,36
07:54,9120,fruit,92,35
07:54,9311,entrance,98,0
07:55,4872,dairy,39,34
07:55,3968,spices,69,40
07:55,7012,drinks,16,27
07:55,2323,fruit,96,40
07:55,4079,drinks,13,37
07:55,9120,fruit,92,35
07:55,9311,dairy,38,30
07:55,4702,entrance,113,12
07:56,4872,dairy,39,34
07:56,3968,drinks,20,35
07:56,7012,drinks,16,27
07:56,2323,dairy,44,42
07:56,9120,fruit,92,35
07:56,9311,spices,72,28
07:56,4702,dairy,38,43
07:56,7160,entrance,86,1
07:57,4872,dairy,39,34
07:57,7012,drinks,16,27
07:57,2323,dairy,44,42
07:57,9120,fruit,92,35
07:57,9311,drinks,18,33
07:57,4702,dairy,38,43
07:57,7160,spices,76,42
07:57,5603,entrance,113,5
07:58,4872,dairy,39,34
07:58,7012,spices,70,33
07:58,2323,dairy,44,42
07:58,9311,drinks,18,33
07:58,4702,dairy,38,43
07:58,5603,dairy,41,26
07:58,4919,entrance,96,8
07:59,4872,dairy,39,34
07:59,7012,spices,70,33
07:59,2323,dairy,44,42
07:59,4702,dairy,38,43
07:59,5603,dairy,41,26
07:59,4919,drinks,18,44
07:59,6313,entrance,109,5
08:00,4872,dairy,39,34
08:00,7012,dairy,43,37
08:00,2323,drinks,14,42
08:00,4702,dairy,38,43
08:00,5603,dairy,41,26
08:00,4919,fruit,98,25
08:00,6313,dairy,40,38
08:00,8186,entrance,75,12
08:01,7012,dairy,43,37
08:01,2323,drinks,14,42
08:01,4702,dairy,38,43
08:01,5603,dairy,41,26
08:01,4919,dairy,38,41
08:01,6313,dairy,40,38
08:01,8186,spices,75,35
08:01,8072,entrance,94,8
08:02,7012,dairy,43,37
08:02,2323,drinks,14,42
08:02,4702,dairy,38,43
08:02,5603,dairy,41,26
08:02,4919,dairy,38,41
08:02,6313,dairy,40,38
08:02,8072,drinks,18,30
08:02,3333,entrance,99,4
08:03,7012,dairy,43,37
08:03,2323,spices,77,35
08:03,4702,dairy,38,43
08:03,5603,dairy,41,26
08:03,4919,drinks,10,27
08:03,6313,dairy,40,38
08:03,8072,drinks,18,30
08:03,3333,drinks,10,42
08:03,558,entrance,70,3
08:04,7012,dairy,43,37
08:04,2323,drinks,17,37
08:04,4702,dairy,38,43
08:04,5603,dairy,41,26
08:04,4919,drinks,10,27
08:04,6313,dairy,40,38
08:04,3333,checkout,6,5
08:04,558,dairy,44,31
08:04,801,entrance,80,0
08:05,7012,dairy,43,37
08:05,2323,drinks,17,37
08:05,4702,dairy,38,43
08:05,5603,dairy,41,26
08:05,4919,drinks,10,27
08:05,6313,dairy,40,38
08:05,558,dairy,44,31
08:05,801,drinks,20,28
08:05,5640,entrance,97,11
08:06,7012,dairy,43,37
08:06,2323,drinks,17,37
08:06,4702,dairy,38,43
08:06,5603,dairy,41,26
08:06,4919,drinks,10,27
08:06,6313,dairy,40,38
08:06,558,spices,75,27
08:06,5640,spices,70,30
08:06,7981,entrance,105,4
08:07,7012,dairy,43,37
08:07,4702,spices,77,35
08:07,5603,dairy,41,26
08:07,6313,dairy,40,38
08:07,558,dairy,41,29
08:07,5640,spices,70,30
08:07,7981,drinks,19,32
08:07,1065,entrance,72,12
08:08,7012,dairy,43,37
08:08,4702,spices,77,35
08:08,5603,dairy,41,26
08:08,6313,fruit,90,42
08:08,558,dairy,41,29
08:08,5640,fruit,95,35
08:08,7981,drinks,19,32
08:08,1065,fruit,95,38
08:08,7641,entrance,92,5
08:09,7012,dairy,43,37
08:09,4702,spices,77,35
08:09,5603,dairy,41,26
08:09,558,checkout,43,1
08:09,5640,fruit,95,35
08:09,7981,drinks,19,32
08:09,1065,fruit,95,38
08:09,7641,spices,77,25
08:09,909,entrance,89,5
08:10,7012,fruit,91,36
08:10,4702,drinks,17,42
08:10,5603,drinks,16,41
08:10,5640,spices,77,41
08:10,7981,drinks,19,32
08:10,1065,fruit,95,38
08:10,7641,drinks,12,28
08:10,909,dairy,44,33
08:10,842,entrance,90,11
08:11,7012,fruit,91,36
08:11,4702,drinks,17,42
08:11,5640,checkout,11,4
08:11,1065,checkout,33,5
08:11,7641,drinks,12,28
08:11,909,spices,75,28
08:11,842,drinks,12,41
08:11,1671,entrance,85,14
08:12,4702,drinks,17,42
08:12,1065,checkout,33,5
08:12,7641,drinks,12,28
08:12,909,spices,75,28
08:12,842,spices,74,30
08:12,1671,fruit,96,28
08:12,8340,entrance,110,3
08:13,4702,drinks,17,42
08:13,7641,drinks,12,28
08:13,842,spices,74,30
08:13,8340,fruit,98,41
08:13,5056,entrance,72,6
08:14,4702,fruit,98,39
08:14,7641,drinks,12,28
08:14,8340,checkout,42,7
08:14,5056,dairy,40,29
08:14,7921,entrance,82,11
08:15,4702,fruit,98,39
08:15,7641,drinks,12,28
08:15,5056,dairy,40,29
08:15,7921,dairy,41,44
08:15,1207,entrance,87,9
08:16,4702,drinks,17,35
08:16,5056,dairy,40,29
08:16,7921,fruit,97,43
08:16,1207,fruit,91,43
08:16,8706,entrance,115,14
08:17,4702,drinks,17,35
08:17,5056,dairy,40,29
08:17,7921,dairy,39,32
08:17,1207,fruit,91,43
08:17,8706,drinks,14,37
08:17,3944,entrance,87,8
08:18,4702,drinks,17,35
08:18,5056,dairy,40,29
08:18,7921,dairy,39,32
08:18,8706,drinks,14,37
08:18,3944,dairy,43,28
08:18,2370,entrance,103,2
08:19,4702,fruit,97,31
08:19,5056,dairy,40,29
08:19,7921,dairy,39,32
08:19,3944,dairy,43,28
08:19,2370,drinks,14,25
08:19,7632,entrance,104,4
08:20,4702,fruit,97,31
08:20,5056,fruit,95,31
08:20,7921,dairy,39,32
08:20,3944,dairy,43,28
08:20,2370,spices,73,25
08:20,7632,dairy,41,34
08:20,5853,entrance,92,11
08:21,4702,fruit,97,31
08:21,7921,dairy,39,32
08:21,2370,spices,73,25
08:21,7632,fruit,98,35
08:21,5853,dairy,39,36
08:21,911,entrance,114,2
08:22,7921,dairy,39,32
08:22,7632,fruit,98,35
08:22,5853,dairy,39,36
08:22,911,drinks,12,34
08:22,6687,entrance,82,2
08:23,7921,dairy,39,32
08:23,7632,fruit,98,35
08:23,5853,dairy,39,36
08:23,6687,fruit,90,34
08:23,9948,entrance,87,11
08:24,7921,dairy,39,32
08:24,7632,fruit,98,35
08:24,5853,dairy,39,36
08:24,6687,fruit,90,34
08:24,9948,fruit,99,39
08:24,8038,entrance,106,2
08:25,7921,dairy,39,32
08:25,7632,fruit,98,35
08:25,5853,dairy,39,36
08:25,6687,fruit,90,34
08:25,9948,fruit,99,39
08:25,8038,dairy,42,25
08:25,1928,entrance,119,14
08:26,7921,dairy,39,32
08:26,7632,fruit,98,35
08:26,5853,dairy,39,36
08:26,6687,drinks,20,43
08:26,9948,fruit,99,39
08:26,1928,drinks,16,31
08:26,528,entrance,102,8
08:27,7921,dairy,39,32
08:27,5853,dairy,39,36
08:27,6687,drinks,20,43
08:27,9948,fruit,99,39
08:27,1928,fruit,98,34
08:27,528,drinks,16,27
08:27,3299,entrance,75,10
08:28,7921,dairy,39,32
08:28,5853,dairy,39,36
08:28,6687,drinks,20,43
08:28,1928,drinks,10,29
08:28,3299,fruit,90,40
08:28,2893,entrance,93,5
08:29,7921,dairy,39,32
08:29,5853,drinks,13,30
08:29,1928,drinks,10,29
08:29,3299,fruit,90,40
08:29,2893,dairy,39,37
08:29,7214,entrance,90,12
08:30,7921,dairy,39,32
08:30,5853,drinks,13,30
08:30,1928,drinks,10,29
08:30,3299,fruit,90,40
08:30,2893,fruit,91,34
08:30,7214,spices,74,27
08:30,521,entrance,71,9
08:31,7921,dairy,39,32
08:31,5853,drinks,13,30
08:31,1928,drinks,10,29
08:31,2893,fruit,91,34
08:31,7214,spices,74,27
08:31,521,dairy,41,41
08:31,1363,entrance,103,3
08:32,7921,dairy,39,32
08:32,5853,drinks,13,30
08:32,2893,fruit,91,34
08:32,7214,spices,74,27
08:32,521,dairy,41,41
08:32,1363,drinks,17,39
08:32,3819,entrance,81,2
08:33,7921,dairy,39,32
08:33,5853,spices,69,42
08:33,2893,fruit,91,34
08:33,7214,spices,74,27
08:33,521,dairy,41,41
08:33,1363,drinks,17,39
08:33,3819,spices,72,25
08:33,4387,entrance,72,6
08:34,7921,dairy,39,32
08:34,5853,drinks,13,38
08:34,2893,fruit,91,34
08:34,7214,spices,74,27
08:34,521,dairy,41,41
08:34,3819,spices,72,25
08:34,4387,fruit,91,32
08:34,8359,entrance,87,11
08:35,7921,spices,72,37
08:35,5853,drinks,13,38
08:35,2893,fruit,91,34
08:35,7214,spices,74,27
08:35,521,dairy,41,41
08:35,3819,spices,72,25
08:35,4387,fruit,91,32
08:35,8359,fruit,97,27
08:35,1841,entrance,95,2
08:36,7921,spices,72,37
08:36,5853,drinks,13,38
08:36,2893,spices,71,38
08:36,7214,fruit,97,38
08:36,521,dairy,41,41
08:36,3819,fruit,93,33
08:36,4387,fruit,91,32
08:36,8359,fruit,97,27
08:36,1841,drinks,20,40
08:36,6140,entrance,78,1
08:37,7921,spices,72,37
08:37,5853,dairy,41,30
08:37,2893,spices,71,38
08:37,7214,dairy,43,28
08:37,521,dairy,41,41
08:37,4387,spices,68,37
08:37,8359,fruit,97,27
08:37,1841,drinks,20,40
08:37,6140,dairy,41,26
08:37,5724,entrance,79,10
08:38,7921,fruit,97,34
08:38,5853,spices,71,27
08:38,2893,spices,71,38
08:38,7214,dairy,43,28
08:38,521,dairy,41,41
08:38,4387,spices,68,37
08:38,1841,drinks,20,40
08:38,6140,dairy,41,26
08:38,5724,spices,77,35
08:38,7070,entrance,113,1
08:39,7921,fruit,97,34
08:39,5853,spices,71,27
08:39,2893,dairy,40,32
08:39,7214,dairy,43,28
08:39,521,dairy,41,41
08:39,4387,spices,68,37
08:39,1841,drinks,20,40
08:39,6140,dairy,41,26
08:39,7070,dairy,43,38
08:39,6212,entrance,73,9
08:40,7921,dairy,40,38
08:40,5853,fruit,96,36
08:40,2893,dairy,40,32
08:40,7214,dairy,43,28
08:40,521,dairy,41,41
08:40,4387,dairy,39,38
08:40,6140,checkout,27,5
08:40,7070,dairy,43,38
08:40,6212,fruit,98,29
08:40,1119,entrance,116,3
08:41,7921,spices,73,43
08:41,5853,fruit,96,36
08:41,2893,dairy,40,32
08:41,7214,dairy,43,28
08:41,521,dairy,41,41
08:41,4387,dairy,39,38
08:41,7070,checkout,47,3
08:41,6212,fruit,98,29
08:41,1119,dairy,39,35
08:41,9418,entrance,108,7
08:42,7921,fruit,96,43
08:42,5853,fruit,96,36
08:42,2893,spices,72,28
08:42,7214,dairy,43,28
08:42,4387,dairy,39,38
08:42,6212,fruit,98,29
08:42,1119,dairy,39,35
08:42,9418,fruit,98,38
08:42,6291,entrance,70,2
08:43,7921,fruit,96,43
08:43,5853,dairy,41,38
08:43,2893,dairy,41,27
08:43,7214,dairy,43,28
08:43,6212,fruit,98,29
08:43,1119,dairy,39,35
08:43,9418,fruit,98,38
08:43,6291,dairy,44,34
08:43,8909,entrance,78,0
08:44,7921,fruit,96,43
08:44,5853,dairy,41,38
08:44,7214,fruit,96,31
08:44,6212,dairy,39,42
08:44,9418,checkout,33,2
08:44,6291,dairy,44,34
08:44,8909,dairy,40,25
08:44,9154,entrance,85,6
08:45,5853,dairy,41,38
08:45,7214,fruit,96,31
08:45,6212,dairy,39,42
08:45,6291,drinks,11,32
08:45,8909,spices,68,26
08:45,9154,dairy,38,31
08:45,6406,entrance,86,11
08:46,5853,dairy,41,38
08:46,7214,fruit,96,31
08:46,6212,spices,75,32
08:46,6291,drinks,11,32
08:46,8909,dairy,38,30
08:46,6406,drinks,14,44
08:46,4985,entrance,75,6
08:47,5853,dairy,41,38
08:47,7214,fruit,96,31
08:47,6212,dairy,43,43
08:47,6291,drinks,11,32
08:47,8909,dairy,38,30
08:47,4985,drinks,15,35
08:47,6820,entrance,96,4
08:48,5853,dairy,41,38
08:48,7214,fruit,96,31
08:48,6212,dairy,43,43
08:48,6291,spices,75,25
08:48,8909,dairy,38,30
08:48,4985,drinks,15,35
08:48,6820,dairy,43,27
08:48,7695,entrance,79,10
08:49,5853,spices,71,44
08:49,7214,fruit,96,31
08:49,6212,dairy,43,43
08:49,8909,dairy,38,30
08:49,4985,drinks,15,35
08:49,6820,dairy,43,27
08:49,7695,dairy,44,34
08:49,9142,entrance,118,0
08:50,7214,fruit,96,31
08:50,6212,dairy,43,43
08:50,8909,dairy,38,30
08:50,6820,dairy,43,27
08:50,7695,dairy,44,34
08:50,9142,fruit,93,37
08:50,509,entrance,72,9
08:51,7214,dairy,40,39
08:51,6212,spices,74,42
08:51,8909,dairy,38,30
08:51,6820,dairy,43,27
08:51,7695,dairy,44,34
08:51,9142,fruit,93,37
08:51,509,fruit,99,38
08:51,1844,entrance,119,5
08:52,7214,dairy,40,39
08:52,6212,spices,74,42
08:52,8909,dairy,38,30
08:52,6820,dairy,43,27
08:52,7695,dairy,44,34
08:52,9142,fruit,93,37
08:52,1844,fruit,99,29
08:52,7770,entrance,95,6
08:53,7214,dairy,40,39
08:53,6212,fruit,93,30
08:53,8909,dairy,38,30
08:53,6820,dairy,43,27
08:53,7695,dairy,44,34
08:53,9142,fruit,93,37
08:53,1844,fruit,99,29
08:53,7770,spices,74,34
08:53,7913,entrance,85,14
08:54,7214,dairy,40,39
08:54,6212,fruit,93,30
08:54,8909,dairy,38,30
08:54,6820,dairy,43,27
08:54,7695,drinks,13,33
08:54,1844,fruit,99,29
08:54,7913,fruit,90,33
08:54,1908,entrance,103,7
08:55,7214,dairy,40,39
08:55,6212,dairy,42,41
08:55,8909,dairy,38,30
08:55,6820,dairy,43,27
08:55,7695,drinks,13,33
08:55,1844,fruit,99,29
08:55,7913,drinks,11,33
08:55,1908,dairy,42,43
08:55,4794,entrance,101,14
08:56,7214,dairy,40,39
08:56,8909,dairy,38,30
08:56,6820,dairy,43,27
08:56,7695,drinks,13,33
08:56,7913,spices,69,26
08:56,1908,dairy,42,43
08:56,4794,dairy,42,25
08:56,8609,entrance,103,1
08:57,7214,fruit,97,34
08:57,8909,dairy,38,30
08:57,6820,drinks,16,37
08:57,7695,drinks,13,33
08:57,7913,spices,69,26
08:57,4794,dairy,42,25
08:57,8609,dairy,42,31
08:57,4172,entrance,86,10
08:58,7214,fruit,97,34
08:58,8909,dairy,38,30
08:58,7695,drinks,13,33
08:58,7913,fruit,99,28
08:58,4794,dairy,42,25
08:58,8609,fruit,99,43
08:58,4172,fruit,95,40
08:58,1033,entrance,87,10
08:59,7214,fruit,97,34
08:59,8909,dairy,38,30
08:59,7913,drinks,12,27
08:59,4794,dairy,42,25
08:59,4172,fruit,95,40
08:59,1033,fruit,93,25
08:59,1883,entrance,111,4
09:00,7214,fruit,97,34
09:00,8909,dairy,38,30
09:00,7913,drinks,12,27
09:00,4794,dairy,42,25
09:00,4172,fruit,95,40
09:00,1033,fruit,93,25
09:00,1883,spices,77,38
09:00,9847,entrance,102,14
09:01,7214,fruit,97,34
09:01,8909,dairy,38,30
09:01,7913,dairy,40,36
09:01,4794,dairy,42,25
09:01,1033,checkout,0,8
09:01,1883,spices,77,38
09:01,9847,fruit,94,28
09:01,8851,entrance,115,12
09:02,7214,fruit,97,34
09:02,8909,dairy,38,30
09:02,7913,dairy,40,36
09:02,4794,dairy,42,25
09:02,1883,spices,77,38
09:02,9847,dairy,44,36
09:02,8851,spices,69,33
09:02,2334,entrance,100,7
09:03,7214,fruit,97,34
09:03,7913,dairy,40,36
09:03,4794,dairy,42,25
09:03,1883,spices,77,38
09:03,9847,dairy,44,36
09:03,8851,spices,69,33
09:03,2334,dairy,44,39
09:03,8265,entrance,80,14
09:04,7913,dairy,40,36
09:04,4794,drinks,16,26
09:04,1883,spices,77,38
09:04,8851,spices,69,33
09:04,2334,spices,72,41
09:04,8265,spices,72,28
09:04,5301,entrance,70,2
09:05,7913,dairy,40,36
09:05,4794,drinks,16,26
09:05,1883,drinks,11,44
09:05,8851,dairy,42,43
09:05,2334,drinks,19,25
09:05,8265,drinks,20,32
09:05,5301,spices,68,44
09:05,6272,entrance,79,3
09:06,4794,drinks,16,26
09:06,1883,drinks,11,44
09:06,8851,dairy,42,43
09:06,2334,spices,71,33
09:06,8265,drinks,20,32
09:06,5301,spices,68,44
09:06,6272,fruit,90,27
09:06,3338,entrance,86,14
09:07,1883,drinks,11,44
09:07,8851,dairy,42,43
09:07,2334,dairy,39,43
09:07,8265,fruit,95,43
09:07,5301,spices,68,44
09:07,6272,spices,72,40
09:07,3338,fruit,96,32
09:07,6467,entrance,80,12
09:08,1883,fruit,90,37
09:08,8851,dairy,42,43
09:08,8265,fruit,95,43
09:08,5301,spices,68,44
